0,1
2021-01-22,"[['블룸버그 ""삼성전자, 11조 투자해 텍사스 반도체공장 증설""', ""삼성전자-인텔 계약의 '찐' 수혜주는 따로 있었다"", '삼성전자, 100억달러 투자해 미국 파운드리공장 증설 검토', '""삼성전자, \'인텔과 반도체 계약""… 주가 들썩일까', '삼성전자, 이번엔 5G 장비..국제 CC 확보', '삼성전자, 5G 이동통신장비 국제 보안 인증 획득', '반도체 외주 늘리는 인텔…삼성전자 수주확대 기대감', '[단독] 中 삼성전자 전세기 이번엔 날았다…지난해 11월 입국 막힌 이후 첫 운...', '삼성전자, 5G 이동통신장비 국제 보안 인증 획득', '[TF매매동향] 외인·기관, 삼성전자 8800억 원 팔았다']]"
2021-01-25,"[['이재용 삼성전자 부회장 재상고 포기', '\'국정농단\' 이재용 삼성전자 부회장 ""재상고 않기로""', ""이재용, 삼성전자 복귀 땐 '정부 승인' 받아야 하나"", '[특징주] 삼성전자-테슬라 맞손… SFA반도체 6%↑', ""이재용 재상고 포기에도 상승세…삼성전자, '9만전자' 눈앞"", '삼성전자 총수부재 속 파운드리 투자 늘릴까', ""'이재용 부재'로 급락했던 삼성전자 주가가 5일 만에 9만원에 초근접한 이유"", '삼성전자 이재용 부회장 징역 2년6개월 확정…양측 “재상고 안 해”', ""삼성전자 '갤S21' 출발 호조… 전작 부진 딛고 흥행 기대감"", '이재용 삼성전자 부회장, 재상고 포기']]"
2021-01-26,"[[""삼성전자, 지역화폐 '수원페이' 30억원어치 산다"", '삼성전자 29일 성과급 지급…스마트폰·TV 부서는 연봉의 50%', ""'삼성전자·네이버'도 5G 특화망 직접 구축한다"", '삼성전자·SK하이닉스 반도체 핵심기술 유출...중국 경쟁업체 넘어가', '박성훈 “기장에 삼성전자·전기 유치…해안가에는 ‘실리콘 비치’ 조성”', ""[특징주] SFA반도체, 삼성전자-테슬라 자율차 개발 소식에 '강세'"", '출근하는 삼성전자 직원들', '네이버·삼성전자도 5G망 구축한다…특화망에 28㎓ 주파수 공급', '이재용 삼성전자 부회장, 옥중 메시지 통해 속마음과 당부 전했다', '삼성전자, 테슬라 협업 가능할까...주가 전망은']]"
2021-01-27,"[['국민연금, 지난해 증시 호황에 삼성전자로만 20조 원 벌었다', '삼성전자, 유럽 등 31개국에 혈압∙심전도 측정 앱 서비스 나서', '삼성전자 ‘삼성 헬스 모니터’ 세계 31개국 진출', '뚝심 있는 `동행`…삼성전자 등 1조3000억원 물품대금 조기지급', '삼성전자, 혈압·심전도 측정 ‘삼성 헬스 모니터’ 31개국 출시', ""'D램 3위' 마이크론의 반란, 삼성전자·SK하이닉스 턱밑 추격(종합)"", '뉴 아이디+삼성전자, TV 기반 글로벌 OTT 본격화', '국민연금 수익률 끌어올린 효자 종목은…삼성전자·LG화학', '삼성전자에 170억 달러짜리 편지가 날아왔다[TNA]', '\'꺾이지 않는 개미들\' 한달만에 삼성전자 10조 샀다…""떨어지면 더 산다""']]"
2021-01-28,"[['삼성전자, M&A 준비 공식화…시설 투자도 확대한다(종합)', ""삼성 총수일가, 삼성전자 특별배당에 배당금만 1조원 '훌쩍'"", '삼성전자 1주당 1천9백32원 ‘특별배당’…배당금 총액 13조 원', '삼성전자, 주당 1932원 ‘특별배당’…4월 중 지급 계획', '삼성전자, 주당 1932원 배당…최대 수혜자는 국민연금', '코로나19에도 역대 네번째로 높은 영업益 낸 삼성전자…전년比 29.6%↑(종합)', '삼성전자 작년 영업이익 36조 원가량...전년 대비 29.6%↑', '코로나 뚫은 삼성전자…작년 236조원 팔고 36조원 벌어(종합)', ""동학개미 '최애' 삼성전자, 1932원 '역대급' 파격 배당"", '삼성전자, 작년 4분기 매출 61.5조 영업익 9조']]"
2021-01-29,"[[""삼성전자, '갤럭시 S21' 시리즈 전세계 60개국 본격 출시"", ""삼성전자, '갤럭시 S21' 시리즈 전세계 본격 출시"", '삼성전자 ‘13조 서프라이즈 배당’', '[기업] 삼성전자 새 스마트폰 갤럭시S21, 세계 60개국 출시', ""동학개미도, 국민연금도 함박웃음…삼성전자 13조 '깜짝 배당'"", '삼성전자, ‘갤럭시S21’ 시리즈 글로벌 출시 나섰다', 'D램 가격 올랐다…삼성전자·SK하이닉스 ‘슈퍼사이클’ 신호탄', ""[뉴스후] '빅딜 예고·통큰 배당' 진격의 삼성전자"", '풍문 속 삼성전자 \'롤러블폰\'… ""이런 모습이었다""', '삼성전자 주식 계속 들고 갈까…증권가서 꼽은 호재 3가지']]"
2021-02-01,"[['삼성전자, TV·생활가전에서 4년 만에 LG보다 더 벌었다', ""고액자산가 10년 장기보유 종목으로 '삼성전자·애플' 선호"", ""삼성전자, '롤러블폰' 만지작…LG전자와 최초 타이틀 누가?"", ""신한금융투자, 지난해 비대면 계좌개설 3.3%↑…'삼성전자' 최다 거래"", ""반도체 슈퍼사이클 시작…'실탄' 넉넉한 삼성전자, M&A 후보는"", '삼성전자, 주주들에게 주당 1932원 특별 배당…총 13조원 쏜다', '[반도체·자동차 빅뱅] 삼성전자, 미래차가 불지핀 車 반도체 뛰어들까', '고 이건희 삼성전자 회장 100일재', '삼성전자 회장 이건희 백일재 열려, 재수감 이재용 제외한 유족 참석', '김종호 삼성전자 사장과 대·중기 상생 환담']]"
2021-02-02,"[[""삼성전자, 美 포천 선정 '가장 존경받는 기업' 49위"", '""코스피, 삼성전자 쏠림·개미 급증해 급락 우려""', '삼성전자, 비스포크 에어드레서 출시', '삼성전자, ‘비스포크 에어드레서’ 출시', ""삼성전자, 비스포크 입은 '에어드레서' 신제품 출시"", '이재용 ""고용 창출 충실""… 삼성전자, 반도체 인재 영입 나선다', '삼성전자, 인텔 경쟁사 AMD 칩 위탁생산 수주 가능성↑', '[단독]SK하이닉스 성과급 파문 \'그날\' 삼성전자, 마이크론은 ""경력직 채용""', '[단독] 삼성전자 시가총액, 日 1등 도요타의 두 배 넘었다', '삼성전자, 美포춘 선정 ‘존경받는 50대 기업’…2년 만에 재진입']]"
2021-02-03,"[['삼성전자, 유럽 친환경 쇼핑몰 공식 파트너로 선정', ""[단독]삼성전자, 내년 'QD디스플레이 TV' 세계 첫 출시"", '파운드리 투톱 삼성전자 vs TSMC 맞대결···최후의 승자는?', '삼성전자, 유럽 친환경 제품 전문 쇼핑몰 공식 파트너로 선정', ""[속보] 5월부터 '삼성전자·셀트리온' 공매도 재개"", '삼성전자, 유럽 친환경 제품 전문 쇼핑몰 공식 파트너로 선정', ""삼성전자, 프리미엄 청소기 '제트' 청정스테이션 효과 톡톡"", '‘카카오 vs 삼성전자’ 상반기 취준목표 1위는', '삼성전자·삼성디스플레이 설명절 후원', '4분기 美 스마트폰 시장 전년比 6%↓...삼성전자·애플만 성장']]"
2021-02-04,"[['[단독] ""제품 언제 와요?""…삼성전자, 물류센터 파업에 \'난감\'', ""'노조 와해' 이상훈 삼성전자 전 의장, 대법서 무죄...수사절차 위법성 엄격히..."", '""돈 안된다"" 생산 줄였더니 품귀 현상.. 삼성전자·TSMC 車반도체 전략 변화', ""노화·질병 치료 연구 '진일보', 삼성전자-연세대가 해내다"", ""코드명 '실리콘 실버'…美 텍사스, 삼성전자 유치 작전 [TNA]"", '삼성전자 ""국내 연구진, DNA로 질병 발생시점 측정 시스템 개발""', ""美무역위원회, 삼성전자 상대로 '특허침해' 조사 개시"", '[공진단]2월4일 공시진단 리뷰...삼성전자', ""외국인·기관, '삼성전자'에 매도 집중…9000억 원 팔았다"", '양향자 이광재 소병철 포함 민주당 의원, 삼성전자 평택사업장 방문']]"
2021-02-05,"[['삼성전자·LG그룹, 지난해 美 특허 등록 나란히 2·3위', '삼성전자, 美 오스틴 공장 증설 세제혜택 신청', '""삼성전자, 美 오스틴에 170억달러 반도체 공장 신설 제안""', '성과급 논란 확산…SK그룹 이어 삼성전자도 불만 속출', '車회사는 반도체 없어 난리인데... 삼성전자는 왜 생산 꺼릴까', '삼성전자 ‘초대형 반도체 투자’ 임박…美바이든 정부에 선물될까 [TNA]', '키오스크 사업에 도전장 던진 삼성전자, 왜?···AI·로봇 등 미래가 엿보인...', ""[특징주] 와이아이케이, '삼성전자 계약' 타고 상승세… 18%↑"", '[공시]제이티, 삼성전자와 112억원 규모 계약', '삼성전자 지고 SK하이닉스 뜬다…""반도체 수퍼사이클 기대"" [분석+]']]"
2021-02-08,"[[""올해 삼성전자 주식에 13조 쏟은 개미들…수익률은 '마이너스'"", '더 크고, 똑똑한 AI 세탁기…삼성전자 뉴 그랑데 AI 사전예약 돌입', ""300대 기업 사외이사 평균연봉 5000만..엔씨소프트·삼성전자 등 '억대'"", '모나미, 삼성전자 갤럭시S21 콜라보 ‘S펜’ 출시', ""삼성전자, 더 크고 똑똑해진 '뉴 그랑데 AI'"", '올해 삼성전자 13조 매수한 개미들…수익률은 마이너스', '""더 크고 똑똑해졌다""…삼성전자, \'뉴 그랑데 AI\' 선보여', '삼성전자만 13조 산 개미들…`삼기도문`에도 수익률 마이너스 [이지효의 플러...', '“오스틴 반도체공장 증설 경제효과 10조” 삼성전자 감세 요구', ""TSMC '특허 무기화' 가능성...경쟁자 삼성전자 견제 나서나""]]"
2021-02-09,"[['반도체 슈퍼사이클 노 젓는 TSMC…선장없는 삼성전자', '공정위, 부당지원 혐의 삼성전자 검찰에 고발', '삼성전자, KBIS 2021서 ‘소비자 맞춤형’ 가전 소개', ""삼성전자, 美최대 주방·욕실 전시회 'KBIS 2021' 참가"", '삼성·LG전자, 美 최대 주방·욕실 전시회 참가', ""'삼성' 붙으면 다 성과급 잔치?…전자 50%, 계열사는 12%"", 'UNIST, 삼성전자 휴먼테크논문대상 첫 대상자 배출', '뉴욕·애리조나도…미국서 더 뜨거운 ‘삼성전자 유치전’ [TNA]', '삼성전자 \'2018 악몽\' 재현?…""이번엔 다르다""', '메쉬코리아, COO에 김승민 前 삼성전자 상무 선임']]"
2021-02-10,"[['MSCI 지수, 빅히트·녹십자 편입 불발…삼성전자 비중 축소', '삼성전자 ""\'갤럭시S21\', 전작 대비 판매량 30% 증가""', '애플, 작년에도 세계 반도체 구매 1위…삼성전자는 2위', '""세뱃돈 받으면 삼성전자株 살래요""', '2020년 스마트폰 시장, 삼성전자·애플만 웃었다', '삼성전자 갤럭시 S21 전작 대비 30% 판매 증가', ""삼성전자 '갤21' 순항... 전작 대비 판매량 30% 증가"", '삼성전자, 강제 ‘국민적금’ vs ‘12만전자’…엇갈린 전망', '한국 자존심 누른 中 마오타이…""술 팔아 삼성전자 시총 앞질러"" [이지효의 플...', '""카카오 김범수 기부금, 삼성전자 기부금 대비 17.5배 많아""(종합)']]"
2021-02-15,"[['차 반도체 품귀 장기화…삼성전자 M&A설 솔솔', '삼성전자가 인도에서 출시하는 갤럭시 F62', ""삼성전자, Neo QLED 전 라인업 게임 기능 강화 '게임도 삼성 TV로'"", '삼성전자, 퀄컴 5G 모뎀칩 파운드리 수주…1조원 매출 예상', '삼성전자, 日 스마트폰 시장서 통했다…7년 만의 두자릿수 점유율', '삼성전자·SK하이닉스, 반도체 호조에 주가 강세', '삼성전자·SK하이닉스 등 대형주 톱10… 1년새 시총 360조↑', '삼성전자 손절할까... 고민 깊은 개미들이 조정장 견디는 법', '""외국인 돌아왔지만, 변동성 주의""…삼성전자 살아있으면 박스권 상단 터치', '삼성·LG전자, 백화점에 러브콜 쇄도 이유는?']]"
2021-02-16,"[['옥중 격리해제된 이재용 부회장…삼성전자 투자 결정 빨라지나', '삼성전자, 52기 주총예고..10.7조 특별배당등 승인', ""삼성전자, 3월 17일 '정기주총'…10.7조 특별배당 승인"", '다음달 17일 삼성전자 주총…첫 온라인 중계', ""이재용, 삼성전자 복귀 못하나…법무부 '취업 제한' 통보"", ""'주주 215만명' 삼성전자, 3월 17일 주총…첫 온라인 중계"", '삼성준법위 ""삼성전자 사업지원TF와의 소통창구 마련""(종합)', ""삼성 '바이오 형제', 삼성전자에 330억대 '상표 사용료' 지급"", '삼성전자, 올해 청소년 교육에 140억원 후원한다', ""삼성·LG전자, '통돌이 세탁기의 부활'…신제품 다시 내놓은 이유""]]"
2021-02-17,"[[""'미국 한파' 정전 사태에 삼성전자 오스틴 반도체 공장 셧다운"", '美 한파에 삼성전자 오스틴 반도체 공장 셧다운', '삼성전자 세계 첫 인공지능 메모리 반도체 개발했다', '삼성전자, 키오스크 출시 ""스마트 주문·결제 등 기술 차별화""', '삼성전자, 세계 최초 지능형 메모리 반도체 개발 성공', ""삼성전자 '삼성 키오스크' 출시"", ""삼성전자, 비대면 주문·결제 가능한 '삼성 키오스크' 판매"", '에릭슨 “삼성전자 특허 침해” 또 제소…ITC 조사 착수', '‘취업제한’ 통보 받은 이재용, 삼성전자 경영불가?', ""전자투표·온라인 주총이 대세…삼성전자·LG그룹도 '비대면'으로""]]"
2021-02-18,"[[""'36조 흑자' 낸 삼성전자 경영진, 지난해 연봉 '대박'"", ""[단독]삼성전자, '셧다운' 美오스틴공장에 기술진 급파"", ""삼성전자, 내달 2일 TV 신제품 소개…'언박스 앤 디스커버리' 개최"", 'FDA 승인 \'코로나 주사기\' 힘 보탠 삼성전자… ""화이자 백신 확보에도 일조""', ""삼성전자, 원 UI 3.1 업데이트...'갤럭시 S21' 최신 기능, 'Z폴드2'·'S20'에..."", 'LG전자 지난해 스마트폰 점유율 13%…철수하면 삼성·애플↑', '레게가발 쓰고 춤추고 점프... 삼성전자 수상한 이들의 정체는', '“갤S21 최신기능 갤S20서도 즐긴다” 삼성전자, ‘원 UI 3.1’ 업데이트 시작', '인간 두뇌 닮은 반도체 삼성전자, 세계 첫 개발', '삼성전자 광주3공장 2명 코로나 확진…전수검사 범위 확대(종합)']]"
2021-02-19,"[['설 가족모임 감염…삼성전자 공장으로 확산', '확진자 발생한 삼성전자 광주3공장', '신한운용 ‘삼성전자알파채권혼합형’ 펀드 설정액 5000억 돌파', '삼성전자 광주사업장서 코로나19 확진자 3명 발생…오늘까지 가동 중단', '확진자 발생으로 멈춘 삼성전자 광주사업장…오늘 야간 조업 시작', '박상권 전 뉴스데스크 앵커, 삼성전자로 이직한다', ""광주 삼성전자 공장서 '4명'…장흥도 뚫려 '전남 13명'"", ""삼성전자 그린시티3캠퍼스 '방문 제한'"", '美 텍사스 한파에 삼성전자 이어 LG·기아차·롯데케미칼 공장도 조업 피해(종...', '삼성전자 광주사업장 직원 3명 확진...전남도 10명 추가 발생']]"
2021-02-22,"[[""'초봉 4000만원' 삼성전자 고졸생산직 8년만에 채용"", '외국인 순매도 행렬? 삼성전자 빼면 2조원 샀다', '삼성전자 개미들, 사상최대 1조 배당 받는다', ""삼성전자 '네오QLED' 獨서 '역대 최고 TV' 호평"", '삼성전자 개발 중인 AR글라스 추정 영상 유출...애플·구글 등과 경쟁 예고(종...', '車반도체 공급 부족이라는데…삼성전자 주가는 왜 안오를까', '삼성전자, 차세대 AR글래스 베일 벗었다', ""삼성전자 Neo QLED TV, 독일 전문지서 '역대 최고 TV' 평가"", '[뉴스투데이 E] 삼성전자 Neo QLED, 독일서 ‘역대 최고 TV’ 평가', '[단독] 삼성전자, 숨은 병기 ‘애드테크’ 사업 확대한다']]"
2021-02-23,"[['[단독]삼성전자-웰스토리 거래 축소, 외부 급식업체 계약', ""삼성전자, 사람 눈과 더욱 가까워진 이미지센서 '아이소셀 GN2' 출시"", ""삼성전자, 갤럭시 기기 보안 지원 '4년 이상'으로 확대"", '""자동초점 기능 업그레이드""…삼성전자 이미지센서 신제품 출시', '“4년 이상 안전하게”… 삼성전자, 갤럭시 보안 업데이트 지원 확대', '삼성전자·LG전자·LS일렉트릭, 10년 연속 글로벌 100대 혁신기업 선정', '일진머티리얼즈, 국내 최초 반도체용 초극박 상용화…삼성전자에 공급', '삼성전자 美 공장 셧다운에 떠는 반도체 업계…“공급부족·가격상승 심화”', '애플, 삼성전자 제치고 작년 4분기 스마트폰 세계 1위', '삼성전자, 고졸 공채 시작…이재용 약속 실행중(종합)']]"
2021-02-24,"[['작년 상장사 배당총액 47% 증가…삼성전자 20조 배당', '삼성전자, 글로벌 청년리더 착한 성장 돕는다', '삼성전자, 전력소비 50% 줄인 데이터센터 전용 SSD 출시', ""삼성전자, '글로벌 골즈' 청년 리더 4인 추가 선정"", '최근 6년간 투자받은 벤처 4천곳 몸값 172조…삼성전자 이어 2위', '삼성전자, 데이터센터 전용 고성능 SSD 양산…전력 효율 50%↑', '""반도체 ETF엔 삼성전자가 없다""…\'간판\' 보다 편입한 종목을 보라', '삼성전자, 15년 연속 글로벌 TV 1위 달성…역대 최고 점유율 31.9%', '삼성전자, 고성능 SSD 양산…초격차로 ‘1위 굳히기’', '삼성전자 TV, 15년 연속 세계 1위…작년 점유율 31.9％']]"
2021-02-25,"[['[단독] 반도체 대란…삼성전자, 대만에까지 외주 준다', '[시그널] 카카오, 애플·테슬라·삼성전자처럼 액면분할···주가 호재 될까', '""글로벌 ESG는 환경(E)이 중요...삼성전자·SK·LG화학 \'ESG\' 우수""', '권오현 삼성전자 고문, 제19대 한국발명진흥회장 선임', '1분기 글로벌 파운드리 매출, 20％ 성장…삼성전자 시설 확대 전망', ""삼성전자, '업계 최초' 미니 LED TV 속 구동 IC 신제품 개발"", '국민연금, 지난해 72조1000억 벌었다…삼성전자 영업이익의 2배', ""'삼천피' 깼지만 삼성전자는 담았다"", '""ESG 확산, 반도체·이차전지 수혜…SK·LG화학·삼성전자 우수""', '""폴드2·Z플립 100일간 써보세요""…삼성전자 미국서 폴더블 대중화 ‘가속’']]"
2021-02-26,"[['김진욱 공수처장, 삼성전자 등 주식 1300만원 매각', '삼성전자 R&D에 쓴 돈, 전세계 2위→4위로 밀려', ""삼성전자서비스, '한국에서 가장 존경받는 기업' 10년 연속 1위"", '삼성전자, 신라호텔서 에어청정기 체험·휴식공간 선보여', ""[단독]사흘이라더니…삼성전자 美공장 '셧다운' 한 달 더 간다"", '서울신라호텔에서 삼성전자 에어드레서 체험한다', '""삼성전자, 메모리 반도체 업황 개선에 주가 상승 전망""', ""'4분기 영업익 1조' 삼성전자·기아차뿐...4년來 최소"", '삼성전자 미니 LED TV에 숨겨진 반도체 혁신', '삼성전자, 직원 청원 받는다...5천명 호응하면 임원이 응답']]"
2021-03-02,"[[""삼성전자, 자율 체험 서비스 '갤Z폴드2·갤Z플립'로 확대"", '“폴더블폰 사흘 써보세요”… 삼성전자, 3일간 무료 대여 서비스 확대한다', '가전 고장진단 비대면으로…삼성전자서비스 홈페이지 개편', '삼성전자, 갤폴드2·갤플립5G 체험 프로그램 운영', '신금투, 생애 첫 계좌개설 고객에게 삼성전자 등 주식증정', '슈퍼사이클 최소 2022년까지…삼성전자 SK하이닉스 강세', '""매출 1000억 첫 돌파… 삼성전자와 시너지 극대화 할 것"" [인터뷰]', '글로벌 컨설팅 기업 알릭스파트너스, 삼성전자 임원 출신 부사장 영입', '삼성전자, ‘1억7000만원’ 마이크로 LED TV 110인치 본격 출고', '삼성전자·SK하이닉스 급등…반도체 슈퍼사이클 기대감 확대']]"
2021-03-03,"[['미 ITC ""삼성전자 LTE 셀룰러 장비 특허침해 여부 조사""', '삼성전자 美 오스틴 반도체 공장, 재가동까지 수주 걸릴 듯', ""'새로운 라이프스타일' 삼성전자, 네오 QLED 글로벌 공개"", '삼성전자 \'네오 QLED\' 공개…""스크린 플랫폼 혁신""', '[조재환의 카테크] 삼성전자 태블릿 장착한 ‘마이바흐 GLS’', '삼성전자 Neo QLED', 'KB證 ""삼성전자, 2분기 영업익 10조 회복…목표가 10.5만 유지""', ""삼성전자에 의존하는 韓…中 기술굴기에 밀려 R&D 위상 '흔들'"", ""외국인-동학개미, 삼성전자 놓고 `빅뱅'"", '삼성전자 Neo QLED 출시, 2021년형 TV 신제품 대거 공개']]"
2021-03-04,"[['삼성전자 “풀HD 영화 1편 6초만에 내려받는다”', '삼성전자 주총 앞두고 서한 발송 ""100년 기업의 기틀 마련할 것""', '정부·삼성전자·현대차 뭉쳤다… ""車 반도체 부족 사태 해결하자""', '삼성전자, 카카오엔터프라이즈와 AI 기반 스마트홈 강화', '8000원으로 삼성전자 산다…""소수점 매매, 개미 버팀목될 것""', '삼성전자 특허 나눔, 무상 양도받을 중소·벤처기업 모집', '삼성전자, 이중통신 기술로 업계 최고 다운로드 속도 달성', '""세계 반도체 투톱""…美 정부기구도 인정한 삼성전자', '삼성카드, 삼성전자·마스터카드와 지문인증카드 업무협약 체결', '[기업] 삼성전자-카카오엔터, AI 스마트홈 강화 위해 손잡는다']]"
2021-03-05,"[['삼성전자, 한파 피해 텍사스에 100만달러 기부', '삼성전자 42% SK하이닉스 29%…한국 D램 따라올 자가 없다', ""'팔만전자'에 갇힌 삼성전자, 지금 들어가도 될까"", ""[투자노트] 삼성전자, '존버'가 답이 아닐 수도 있다는데"", '삼성전자, AT&T 5G 수주 실패…이재용 빈자리 컸나', '車반도체 수급 난제, 삼성전자 M&A가 답이다', '반도체 호황에 파운드리 증설 속도…삼성전자 투자에 쏠리는 눈', '삼성전자, 파운드리 증설·실적 ‘겹악재’', '삼성전자 “주주가치 제고·ESG경영”', '삼성전자 우군 中 쑤닝 국유화는 위기']]"
2021-03-08,"[['삼성전자, 40만원대 5G폰 ‘갤럭시A42’ 출시', ""삼성전자 '갤럭시워치4', 2분기 출시설… '이것' 때문이었어?"", '삼성전자, 작년 3분기까지 R&D·시설 투자에 54조원 투입', '삼성전자 구글 고위임원 농업 스타트업 CTO로 변신', '정기주총 참석 어렵다면… 삼성전자, 전자투표시스템 오픈', '코로나19 속 후끈 달아오른 가전경쟁…삼성·LG전자, 올 1Q 승자는', ""원익IPS, 삼성전자 반도체 투자 수혜 '목표가↑'-키움증권"", '반도체 상장기업 브랜드평판 1위 삼성전자', '""삼성전자 말고 ○○○""…큰손이 뽑은 반도체 \'톱픽\'', '[클릭 e종목]""에프에스티, 삼성전자 지분투자로 날개 달았다""']]"
2021-03-09,"[['퇴직금만 93억, 삼성전자 권오현 작년에 172억 벌었다', '삼성전자 작년 38.5조원 시설투자…연구개발비 역대 최대', '삼성전자 연봉킹은 김기남 부회장 83억원', '‘7만전자’ 가나…위태위태 삼성전자', ""삼성전자 주가, 올해 들어 최저…8만원선도 '위태'"", '삼성전자 \'비스포크 홈\' 공개…""최적의 생활환경 조성한 홈 솔루션""', ""'비스포크' 확대하는 삼성전자…집안 전체에 '취향' 담는다"", '김기남 삼성전자 부회장 작년 연봉 82억7400만원', ""삼성전자, '비스포크 홈' 전격 공개"", '삼성전자 \'팀 비스포크\' 결성…""가전 생태계 확장""']]"
2021-03-10,"[[""삼성전자, 첫 '갤럭시A' 언팩... 중저가 시장 '정조준'"", '삼성전자, 성능 높이고 가격 낮춘 NVMe SSD 980출시', ""가성비 앞세운 삼성전자, '보급형 폴더블폰' 선보이나"", ""삼성전자, 성능·가격 '모두 잡은' NVMe SSD 980출시"", '삼성전자, 내부 D램 없는 고성능 SSD 출시…""성능·가격 다 잡아""', '삼성전자, 네오 QLED TV 英서도 호평', '삼성전자 美공장 증설 검토에…與 ""절대 해외에 뺏겨선 안돼""', '""가전이야 작품이야"" 삼성전자 \'비스포크 홈\', 직접 보니…[영상]', '삼성전자 연봉 1억 2700만 원…권오현 172억 ’연봉킹’', '[역시사지] 빅차트로 본 삼성전자 40년']]"
2021-03-11,"[['30만원대 갤럭시폰으로 삼성전자 Z세대 공략', '이재용 삼성전자 부회장, 또 프로포폴 투약 의혹', '삼성전자, 네오 QLED 독일 VDE서 아이케어 인증…""눈이 편안한 TV""', '[단독] 삼성전자 광주사업장 10명 중 4명, “산재 신청 않고 개인치료 등 대체...', '다음 주 150개 상장사 정기주총…삼성전자 17일', ""삼성전자 QLED TV, 독일 VDE '아이케어' 인증 받아"", '다음주에 삼성전자 등 150개사 정기 주총 연다', '삼성전자, 올해 중저가폰 대거 출시한다…가성비족 공략', '큰 물에서 노는 쿠팡, 기업가치 72조…삼성전자·하이닉스 이어 3위', ""재개된 이재용 삼성전자 부회장 공판, 쟁점은 '삼성바이오에피스'""]]"
2021-03-12,"[['외국인들 삼성전자·하이닉스 다시 샀다', '세계 최대 의결권 자문사, 삼성전자 사외이사 재선임 반대 권고', '화웨이, 스마트워치 시장서 삼성전자 제치고 2위', ""삼성전자, '낸드 독주' 지속…中 시안 2공장 연내 가동"", '28㎓ 5G망 전담반 발족…삼성전자도 참여', ""[ESG, 새로운 기회] '받고 더블' 쏟아지는 ESG 채권…삼성전자도 합류?"", '유안타증권 ""삼성전자, 비메모리 영업손실 스마트폰·가전이 상쇄 전망""', '1년간 100조 산 동학개미...삼성전자 이어 많이 산 종목은?', '""반도체 빅사이클, 투자한만큼 번다""… 삼성전자, 작년 이어 올해도 사상최대...', '삼성전자, 1Q 세트 호조…2Q부터 반도체 값 상승-KB증권']]"
2021-03-15,"[['삼성전자 ""정기주총 전자투표 하세요""…16일 오후 5시 마감', '삼성전자·SDI·전기 등 상반기 신입사원 뽑는다…채용 공고 게재', '삼성전자 ""올 여름 폭염 대비""…에어컨 사전점검 실시', '[마켓인사이트]국민연금 수탁위, 삼성전자 주총 찬반 결정 안한다...운용본부...', '삼성전자, 정기주총 전자투표 독려', ""삼성전자 여름대비 '에어컨 사전점검 서비스', 출장비 수리비 무상 혜택"", ""삼성전자 호황은 남의 일…적자 늪 빠진 韓 반도체 설계기업 '붕괴 위기'"", '전기·전자업계도 2050 탄소중립 선언…삼성·LG 등 참여', '시스템반도체 키우는 삼성전자…웨이모 자율주행차 칩 개발한다', ""삼성전자서비스, 여름 대비 '에어컨 사전점검 서비스' 실시""]]"
2021-03-16,"[['작년 주식소유자 300만명 급증…삼성전자 소유자 296만명', '삼성전자, ITU 전파통신부문 6G 표준화 회의 의장단 진출', '지난해 삼성전자에 꽂힌 투자자 296만 명...현대차의 4배', '""갤럭시S21 사면 삼성전자 주식 준다""', '삼성전자, 캐나다 사스크텔에 5G·4G 이동통신장비 단독 공급', '국민연금, 삼성전자 사외이사 연임 찬성', '삼성전자, ITU 전파통신부문 6G 표준화 회의 의장단 진출', '북미 5G 통신장비 ‘화웨이 대신 삼성전자’', 'SK證 ""인터파크서 갤S21 사면 \'삼성전자 주식\' 드려요""', '삼성전자, 캐나다 사스크텔에 5G·4G 이동통신장비 단독 공급']]"
2021-03-17,"[['삼성전자 주총 900명 개미 몰렸다…‘이재용 거취’로 격론', ""삼성전자 주총장에서 이재용 부회장 취업제한 '갑론을박'"", '200만 동학개미 투자한 삼성전자 오늘 주총 연다', '삼성전자, 제52기 정기 주주총회 개최…첫 온라인 중계', '엄마 손잡고 온 어린이까지 북적…삼성전자 주총 현장', '[르포] 295만 ‘동학개미’ 투자한 삼성전자 주총…코로나에도 900명 운집', ""삼성전자, '프리미엄 품은 중저가폰' 갤럭시A 3종 공개"", '""TSMC 언제 따라잡냐"" 민감한 질문 쏟아진 삼성전자 주총…안건 모두 통과', ""[종합] 삼성전자, 상반기 '갤럭시S'·하반기 '갤노트' 공식 깬다"", '200만 ‘동학개미’의 삼성전자 주주총회…결론은 ‘이재용 논란’']]"
